name	loc_col
Agharroo	(0, 8, 'LOC')
Bunduff Bridge	(0, 14, 'LOC')
Ward House	(0, 10, 'LOC')
Gubacreeny	(0, 10, 'LOC')
Lareen House	(0, 12, 'LOC')
Derryherk House	(0, 15, 'LOC')
Rosfriar Point	(0, 14, 'LOC')
Inisheher	(0, 9, 'LOC')
Inishmean	(0, 9, 'LOC')
Inishtemple	(0, 11, 'LOC')
Inishkeen	(0, 9, 'LOC')
Buckode	(0, 7, 'LOC')
Rooskey	(0, 7, 'LOC')
Ballagh River	(0, 13, 'LOC')
Aghnahaha	(0, 9, 'LOC')
Lissiniska	(0, 10, 'LOC')
Tullyderrin	(0, 11, 'LOC')
Meenagraun Lough	(0, 16, 'LOC')
Leck	(0, 4, 'LOC')
Tuam Island	(0, 11, 'LOC')
Moy More	(0, 8, 'LOC')
Tullygarvan	(0, 11, 'LOC')
Mooghna Lough	(0, 13, 'LOC')
Knockpatrick	(0, 12, 'LOC')
O’Brien’s Bridge	(0, 16, 'LOC')
Ennsishmon House	(0, 16, 'LOC')
Furreera	(0, 8, 'LOC')
Kilconnell	(0, 10, 'LOC')
Derren	(0, 6, 'LOC')
Lower Ballycotteen	(0, 18, 'LOC')
Upper Ballycotteen	(0, 18, 'LOC')
Aillenasharragh	(0, 15, 'LOC')
O’Brien’s Tower	(0, 15, 'LOC')
Cornagee	(0, 8, 'LOC')
Corratirrim	(0, 11, 'LOC')
Oggal	(0, 5, 'LOC')
Roo	(0, 3, 'LOC')
Englishman’s House	(0, 18, 'LOC')
Cornahaw	(0, 8, 'LOC')
Gowlan	(0, 6, 'LOC')
Tullygobban Lough	(0, 17, 'LOC')
Legalough	(0, 9, 'LOC')
Garvagh Lough	(0, 13, 'LOC')
Giants Leap	(0, 11, 'LOC')
Carricknahurroo Lough	(0, 21, 'LOC')
Lough Aglaur	(0, 12, 'LOC')
Carricknacrannoge Lough	(0, 23, 'LOC')
Carrickacladdy Lough	(0, 20, 'LOC')
Tents Lough	(0, 11, 'LOC')
Lough Naweelion	(0, 15, 'LOC')
Cornakeeldrum Lough	(0, 19, 'LOC')
Tullynamoyle	(0, 12, 'LOC')
Moneen Lough	(0, 12, 'LOC')
Corrard House	(0, 13, 'LOC')
Ardlougher Lough	(0, 16, 'LOC')
Sruhanagh	(0, 9, 'LOC')
Corleckagh	(0, 10, 'LOC')
Coppanaghmore	(0, 13, 'LOC')
Legnagrow	(0, 9, 'LOC')
Mully	(0, 5, 'LOC')
Altshallan	(0, 10, 'LOC')
Bursan	(0, 6, 'LOC')
Corracleigh	(0, 11, 'LOC')
Moneensauran	(0, 12, 'LOC')
Derrynananta	(0, 12, 'LOC')
Bellavally Gap	(0, 14, 'LOC')
Cuilcagh Mountains	(0, 18, 'LOC')
Lough Cratty	(0, 12, 'LOC')
Cloghoge	(0, 8, 'LOC')
Binkeeragh	(0, 10, 'LOC')
Drumcask	(0, 8, 'LOC')
Gubrawnlly	(0, 10, 'LOC')
Blackrocks Cross	(0, 16, 'LOC')
Uragh	(0, 5, 'LOC')
Derrynacreve	(0, 12, 'LOC')
Dunglave	(0, 8, 'LOC')
Tircahan Lodge	(0, 14, 'LOC')
Altateskin	(0, 10, 'LOC')
Bartonny Lough	(0, 14, 'LOC')
Derrynananata Lough	(0, 19, 'LOC')
Owensallagh River	(0, 17, 'LOC')
Moneynure	(0, 9, 'LOC')
Mohen Lodge	(0, 11, 'LOC')
Cartronnagilta	(0, 14, 'LOC')
Cronery	(0, 7, 'LOC')
Erraran	(0, 7, 'LOC')
Owendoon	(0, 8, 'LOC')
Teeboy	(0, 6, 'LOC')
Ardmoneen	(0, 9, 'LOC')
Bunerky Lough	(0, 13, 'LOC')
Lakefield Lough	(0, 15, 'LOC')
Bellaboy Lough	(0, 14, 'LOC')
Culliagh	(0, 8, 'LOC')
Cornagunleog	(0, 12, 'LOC')
Sraloaghan	(0, 10, 'LOC')
Killyran	(0, 8, 'LOC')
Killywillin Lough	(0, 17, 'LOC')
Doonnagare Lough	(0, 16, 'LOC')
Luagh	(0, 5, 'LOC')
Ballycullaun	(0, 12, 'LOC')
Moymore House	(0, 13, 'LOC')
Sandfield Lodge	(0, 15, 'LOC')
Rivolt	(0, 6, 'LOC')
Carrowauff	(0, 10, 'LOC')
Kilshanny	(0, 9, 'LOC')
Wingfield Lodge	(0, 15, 'LOC')
Lough Coller	(0, 12, 'LOC')
Tooclae	(0, 7, 'LOC')
Spectacle Bridge	(0, 16, 'LOC')
Mineral Springs	(0, 15, 'LOC')
Fanta Glebe House	(0, 17, 'LOC')
Doon Cottage	(0, 12, 'LOC')
Knockacutteen	(0, 13, 'LOC')
Ballygastell	(0, 12, 'LOC')
Slievebeg	(0, 9, 'LOC')
Cahersherkin	(0, 12, 'LOC')
Cloony Smith	(0, 12, 'LOC')
Ballyvramneen	(0, 13, 'LOC')
Shanweela	(0, 9, 'LOC')
Knockfin Cross Roads	(0, 20, 'LOC')
Toomaghera	(0, 10, 'LOC')
Cora Point	(0, 10, 'LOC')
Sandhead	(0, 8, 'LOC')
Taunabruff	(0, 10, 'LOC')
Illaunanaur	(0, 11, 'LOC')
Chinewalee Point	(0, 16, 'LOC')
Eararna	(0, 7, 'LOC')
Portdeha	(0, 8, 'LOC')
Doonaghard	(0, 10, 'LOC')
Bar of Aran	(0, 11, 'LOC')
Carrickadda	(0, 11, 'LOC')
Carrickymonaghan	(0, 16, 'LOC')
Portcowrugh	(0, 11, 'LOC')
Ballynacragga	(0, 13, 'LOC')
Oatquarter	(0, 10, 'LOC')
Bungowla	(0, 8, 'LOC')
Blind Sound	(0, 11, 'LOC')
Knockaunsmountain	(0, 17, 'LOC')
Oughtdarra	(0, 10, 'LOC')
Poulsallagh	(0, 11, 'LOC')
Ailladie	(0, 8, 'LOC')
Lismorahaun	(0, 11, 'LOC')
Ballyelly	(0, 9, 'LOC')
Balliny	(0, 7, 'LOC')
Craggagh	(0, 8, 'LOC')
Caher Lower	(0, 11, 'LOC')
Caherbannagh	(0, 12, 'LOC')
Carnsefin	(0, 9, 'LOC')
Aghaglinny North	(0, 16, 'LOC')
Martrybeg	(0, 9, 'LOC')
Lough Fergus	(0, 12, 'LOC')
Knockalunkard	(0, 13, 'LOC')
Clifden Hill	(0, 12, 'LOC')
Lough Raha	(0, 10, 'LOC')
Rocton House	(0, 12, 'LOC')
Applevale House	(0, 15, 'LOC')
Clifden House	(0, 13, 'LOC')
Baunkyle House	(0, 14, 'LOC')
Kiltoraght Glebe House	(0, 22, 'LOC')
Elmydle House	(0, 13, 'LOC')
Ballynacarhagh House	(0, 20, 'LOC')
Knockeighra	(0, 11, 'LOC')
Hollywell House	(0, 15, 'LOC')
Ballybaun House	(0, 15, 'LOC')
Roughaun House	(0, 14, 'LOC')
Lough Aleenaun	(0, 14, 'LOC')
Leana	(0, 5, 'LOC')
Caherconnell	(0, 12, 'LOC')
Ballycullinan Lough	(0, 19, 'LOC')
Scool	(0, 5, 'LOC')
Crogmoher House	(0, 15, 'LOC')
Cooga House	(0, 11, 'LOC')
Caherlough	(0, 10, 'LOC')
Rinroe House	(0, 12, 'LOC')
Glasgeivnagh Hill	(0, 17, 'LOC')
Mullagh More	(0, 12, 'LOC')
Coolreash Lough	(0, 15, 'LOC')
Rinnamona	(0, 9, 'LOC')
Ballyeighter Loughs	(0, 19, 'LOC')
Fahee	(0, 5, 'LOC')
Carrowkeel More	(0, 15, 'LOC')
Hollyline House	(0, 15, 'LOC')
Knocknamucky	(0, 12, 'LOC')
Ballyteige	(0, 10, 'LOC')
Ballyogan Lough	(0, 15, 'LOC')
Stranagalloon	(0, 13, 'LOC')
Turkenagh House	(0, 15, 'LOC')
Black Mount	(0, 11, 'LOC')
Castlelodge River	(0, 17, 'LOC')
Derryowen Cottage	(0, 17, 'LOC')
Rinecaha	(0, 8, 'LOC')
Lough Templebannagh	(0, 19, 'LOC')
Lough Attyslany	(0, 15, 'LOC')
Skaghard	(0, 8, 'LOC')
Rockvale House	(0, 14, 'LOC')
Kilcorkan	(0, 9, 'LOC')
O’Donohoe’s Chair	(0, 17, 'LOC')
Travaun Lough	(0, 13, 'LOC')
Derrymore Lough	(0, 15, 'LOC')
Derryheena	(0, 10, 'LOC')
Derryvough	(0, 10, 'LOC')
Derrycalliff Lower	(0, 18, 'LOC')
Derrynagullion	(0, 14, 'LOC')
Tyredagh Upper	(0, 14, 'LOC')
Gortnamearacaun	(0, 15, 'LOC')
Attyquin Lough	(0, 14, 'LOC')
Knockmael	(0, 9, 'LOC')
Scalpnagown	(0, 11, 'LOC')
Skehanagh Lough	(0, 15, 'LOC')
Derroogh Lough	(0, 14, 'LOC')
Doon Lodge	(0, 10, 'LOC')
Cloggaghwood Loughs	(0, 19, 'LOC')
Derreen Lough	(0, 13, 'LOC')
Uggoon	(0, 6, 'LOC')
Gortnacummer	(0, 12, 'LOC')
Maghera Lough	(0, 13, 'LOC')
Cloomagro	(0, 9, 'LOC')
Glenbonniv	(0, 10, 'LOC')
Leaghort	(0, 8, 'LOC')
Feakle Lower	(0, 12, 'LOC')
Rossanure	(0, 9, 'LOC')
Poulagower	(0, 10, 'LOC')
Coologory	(0, 9, 'LOC')
Kilclaran	(0, 9, 'LOC')
Corlea Bridge	(0, 13, 'LOC')
Derrycrow	(0, 9, 'LOC')
Knockbeha Mountain	(0, 18, 'LOC')
Corrakyle	(0, 9, 'LOC')
Corracloon More	(0, 15, 'LOC')
Cahermurphy House	(0, 17, 'LOC')
Doorus	(0, 6, 'LOC')
Gortaveha	(0, 9, 'LOC')
Loughamiddaun	(0, 13, 'LOC')
Lannaght	(0, 8, 'LOC')
Killanena	(0, 9, 'LOC')
Dooglaun	(0, 8, 'LOC')
Poulasaggle	(0, 11, 'LOC')
Cloonselherry	(0, 13, 'LOC')
Eagle’s Rock	(0, 12, 'LOC')
Gortaclare Mountain	(0, 19, 'LOC')
Turlough Hill	(0, 13, 'LOC')
Aghawinnaun	(0, 11, 'LOC')
Bannagh	(0, 7, 'LOC')
Poulavallan	(0, 11, 'LOC')
Deelin Beg	(0, 10, 'LOC')
Ballyhehan	(0, 10, 'LOC')
Oughtmama	(0, 9, 'LOC')
Lough Luick	(0, 11, 'LOC')
Bell Harbour	(0, 12, 'LOC')
Caherloughlin	(0, 13, 'LOC')
Poulnaclogh Bay	(0, 15, 'LOC')
Ballyconreag	(0, 12, 'LOC')
Bishopsquarter	(0, 14, 'LOC')
Ballyconry	(0, 10, 'LOC')
Knockatian	(0, 10, 'LOC')
Glenslende Castle	(0, 17, 'LOC')
Doonyvardan	(0, 11, 'LOC')
Cahermacnaghten	(0, 15, 'LOC')
Corkscrew Hill	(0, 14, 'LOC')
Scanlan’s Island	(0, 16, 'LOC')
Muckinish Bay	(0, 13, 'LOC')
Abbey Hill	(0, 10, 'LOC')
Blue Point	(0, 10, 'LOC')
Illaunloo	(0, 9, 'LOC')
Lough Murra	(0, 11, 'LOC')
Carbon House	(0, 12, 'LOC')
Bunnahow House	(0, 14, 'LOC')
Bunnahow Lough	(0, 14, 'LOC')
Carheany Lough	(0, 14, 'LOC')
Ballygeagin House	(0, 17, 'LOC')
Knocklawrence	(0, 13, 'LOC')
Shanaglish	(0, 10, 'LOC')
Colman’s Lough	(0, 14, 'LOC')
Lough Aslaun	(0, 12, 'LOC')
Rathorp House	(0, 13, 'LOC')
Fiddaun	(0, 7, 'LOC')
Terman House	(0, 12, 'LOC')
Rosemeade House	(0, 15, 'LOC')
Knockatoo Mountain	(0, 18, 'LOC')
Nagilkagh Lough	(0, 15, 'LOC')
Laghtyslaughnessy	(0, 17, 'LOC')
Irichaboy South	(0, 15, 'LOC')
Killafeen	(0, 9, 'LOC')
Kilcrimple	(0, 10, 'LOC')
Cannahawna	(0, 10, 'LOC')
Sheeaun	(0, 7, 'LOC')
Lahardaun Lough	(0, 15, 'LOC')
Derrykeel	(0, 9, 'LOC')
Chevy Chase Cottage	(0, 19, 'LOC')
Derrynacarana	(0, 13, 'LOC')
Gorteenboy	(0, 10, 'LOC')
Ballardiggan	(0, 12, 'LOC')
Kinnageeragh	(0, 12, 'LOC')
Inchamore	(0, 9, 'LOC')
Bellanamallaght	(0, 15, 'LOC')
Pollduff	(0, 8, 'LOC')
Cashlaundrumlahan	(0, 17, 'LOC')
Divney’s Lough	(0, 14, 'LOC')
Bunnaglass	(0, 10, 'LOC')
Reyrawer	(0, 8, 'LOC')
Lishrine House	(0, 14, 'LOC')
Bohaboy	(0, 7, 'LOC')
Francis Gap	(0, 11, 'LOC')
Earl’s Chair	(0, 12, 'LOC')
Scalpeen Rock	(0, 13, 'LOC')
Punch Bowl	(0, 10, 'LOC')
Riverview House	(0, 15, 'LOC')
Lough Briskeen	(0, 14, 'LOC')
Knockamatouk	(0, 12, 'LOC')
Garryland Wood	(0, 14, 'LOC')
Cloon House	(0, 11, 'LOC')
Ballynamanan House	(0, 18, 'LOC')
Ballaba	(0, 7, 'LOC')
Ballymeen	(0, 9, 'LOC')
Ballyloughaun	(0, 13, 'LOC')
Lough Coy	(0, 9, 'LOC')
Ballinduff	(0, 10, 'LOC')
Limepark	(0, 8, 'LOC')
Ballymaquiff	(0, 12, 'LOC')
Killomoran	(0, 10, 'LOC')
Caherglassaun Lough	(0, 19, 'LOC')
Ballybuck	(0, 9, 'LOC')
Caherawoneen	(0, 12, 'LOC')
Loughcurra	(0, 10, 'LOC')
Northampton House	(0, 17, 'LOC')
Cahererillan	(0, 12, 'LOC')
Gortskeagh	(0, 10, 'LOC')
Cloonnasee	(0, 10, 'LOC')
Funshin More	(0, 12, 'LOC')
Lough Oona	(0, 10, 'LOC')
Gleninagh Lodge	(0, 15, 'LOC')
Eagle Rock	(0, 10, 'LOC')
Redflag Island	(0, 14, 'LOC')
Freaghallaunmore	(0, 16, 'LOC')
Freaghhillaun Beg	(0, 17, 'LOC')
Inisherk	(0, 8, 'LOC')
Dawsy’s Rock	(0, 12, 'LOC')
Dog Island	(0, 10, 'LOC')
Dinish	(0, 6, 'LOC')
Loughcarrick Island	(0, 19, 'LOC')
Illaunanownim	(0, 13, 'LOC')
Trawbaun	(0, 8, 'LOC')
Lough Hibbert	(0, 13, 'LOC')
Lough Awalha	(0, 12, 'LOC')
Knockfin	(0, 8, 'LOC')
Coonawilleen Bay	(0, 16, 'LOC')
Lough Nagowan	(0, 13, 'LOC')
Lough Nafiddaun	(0, 15, 'LOC')
Lough Illauntrasna	(0, 18, 'LOC')
Farnace	(0, 7, 'LOC')
Ard Bay	(0, 7, 'LOC')
Lough Keenaun	(0, 13, 'LOC')
Lough Truskar	(0, 13, 'LOC')
Lough Sheedagh	(0, 14, 'LOC')
Rushennamanagh	(0, 14, 'LOC')
Galleen	(0, 7, 'LOC')
Lough Keamnacally	(0, 17, 'LOC')
Loughamore	(0, 10, 'LOC')
Lough Ierin	(0, 11, 'LOC')
Lough Pibrum	(0, 12, 'LOC')
Dooletter Lough	(0, 15, 'LOC')
Glenaruidmore Lough	(0, 19, 'LOC')
Saineaghmore Lough	(0, 18, 'LOC')
Lough Nagraigue	(0, 15, 'LOC')
Lough Knocknagapple	(0, 19, 'LOC')
Lough Apheebera	(0, 15, 'LOC')
Lough Maumeenmaunragh	(0, 21, 'LOC')
Lough Naneeve	(0, 13, 'LOC')
Cullaherick Lough	(0, 17, 'LOC')
Avogh Rock	(0, 10, 'LOC')
Illaungorm	(0, 10, 'LOC')
Croghnut	(0, 8, 'LOC')
Canower	(0, 7, 'LOC')
Illaunarroghnut	(0, 15, 'LOC')
Bunnahown	(0, 9, 'LOC')
Owengowla	(0, 9, 'LOC')
Loughamillaun	(0, 13, 'LOC')
Gowlan East	(0, 11, 'LOC')
Lough Nabrocky	(0, 14, 'LOC')
Lough Aconeera	(0, 14, 'LOC')
Flannery Bridge	(0, 15, 'LOC')
Loughaconeera	(0, 13, 'LOC')
Lough Alligan	(0, 13, 'LOC')
Lough Bunnahask	(0, 15, 'LOC')
Lough Avally	(0, 12, 'LOC')
Invermore Lough	(0, 15, 'LOC')
Lough Ailtdarra	(0, 15, 'LOC')
Inverbeg Lough	(0, 14, 'LOC')
Lough Nahavreygarriva	(0, 21, 'LOC')
Lough Invernagleragh	(0, 20, 'LOC')
Lough Adav	(0, 10, 'LOC')
Inver Lodge	(0, 11, 'LOC')
Lough Aroolagh	(0, 14, 'LOC')
Pearse’s Cottage	(0, 16, 'LOC')
Glencoh	(0, 7, 'LOC')
Illaunnagappul	(0, 14, 'LOC')
Crow Island	(0, 11, 'LOC')
Illauneeragh West	(0, 17, 'LOC')
Turloughbeg	(0, 11, 'LOC')
Garrivinnagh	(0, 12, 'LOC')
Greeve Island	(0, 13, 'LOC')
North Island	(0, 12, 'LOC')
Illaunard	(0, 9, 'LOC')
Beaghy Islands	(0, 14, 'LOC')
Leighon Island	(0, 14, 'LOC')
Annaghvaan	(0, 10, 'LOC')
Bunnahill	(0, 9, 'LOC')
Loughaunavneen	(0, 14, 'LOC')
Lough Nafatha	(0, 13, 'LOC')
Lough Atinnyadda	(0, 16, 'LOC')
Lough Aughagaddy	(0, 16, 'LOC')
Lough Anoughlacka	(0, 17, 'LOC')
Lough Altocreen	(0, 15, 'LOC')
Nacrimina	(0, 9, 'LOC')
Illaunroe	(0, 9, 'LOC')
Inchaghaun	(0, 10, 'LOC')
Lettercallow	(0, 12, 'LOC')
Terranea	(0, 8, 'LOC')
Carraveg Bay	(0, 12, 'LOC')
Lough Natawnynore	(0, 17, 'LOC')
Inishlay	(0, 8, 'LOC')
Rossroe Island	(0, 14, 'LOC')
Inchamakinna	(0, 12, 'LOC')
Lough Aleandillure	(0, 18, 'LOC')
Loughaunwillin	(0, 14, 'LOC')
Loughauneala	(0, 12, 'LOC')
Keeraunbeg	(0, 10, 'LOC')
Doleen Harbour	(0, 14, 'LOC')
Pointa	(0, 6, 'LOC')
Barraderry	(0, 10, 'LOC')
Keenanmore	(0, 10, 'LOC')
Glashnacally	(0, 12, 'LOC')
Drumalegaun	(0, 11, 'LOC')
Foal Island	(0, 11, 'LOC')
Rossareel Hill	(0, 14, 'LOC')
Garryroe	(0, 8, 'LOC')
Tooreengarve	(0, 12, 'LOC')
Lough Nawnaghaneekyne	(0, 21, 'LOC')
Curardacrugh	(0, 12, 'LOC')
Clogmore South	(0, 14, 'LOC')
Blake’s Lodge	(0, 13, 'LOC')
Banraghbaun	(0, 11, 'LOC')
Keenaunnagark	(0, 13, 'LOC')
Lough Naskanniva	(0, 16, 'LOC')
Loughaunevneen	(0, 14, 'LOC')
Lough Astickeen	(0, 15, 'LOC')
Lough Nahoga	(0, 12, 'LOC')
Curranavilla	(0, 12, 'LOC')
Lough Adooraun	(0, 14, 'LOC')
Lough Oughteraglanna	(0, 20, 'LOC')
Derroogh	(0, 8, 'LOC')
Knocknafaska	(0, 12, 'LOC')
Cashla River	(0, 12, 'LOC')
Lough Vauracruffaun	(0, 19, 'LOC')
Lough Carrafinla	(0, 16, 'LOC')
Lough Corraundahy	(0, 17, 'LOC')
Lough Namroughania	(0, 18, 'LOC')
Loughaunveeny	(0, 13, 'LOC')
Derrykyle	(0, 9, 'LOC')
Lough Naskeha	(0, 13, 'LOC')
Evneenmore Island	(0, 17, 'LOC')
Camus Eighter	(0, 13, 'LOC')
Muckareaghederdauhaulia	(0, 23, 'LOC')
Inisheltia	(0, 10, 'LOC')
Loughaumultera	(0, 14, 'LOC')
Lough Knockaunawaddy	(0, 20, 'LOC')
Lackadunna	(0, 10, 'LOC')
Lough Nafurnace	(0, 15, 'LOC')
Knocknaggivhan	(0, 14, 'LOC')
Shannawona Lough	(0, 16, 'LOC')
Shannadullaghaun Lough	(0, 22, 'LOC')
Loughaumerin	(0, 12, 'LOC')
Lough Aclogher	(0, 14, 'LOC')
Lough Enoer	(0, 11, 'LOC')
Lough Carrickillawallia	(0, 23, 'LOC')
Muckanaghkillew	(0, 15, 'LOC')
Keeraunduff	(0, 11, 'LOC')
Bovroughaun Lough	(0, 17, 'LOC')
Lough Navreaghly	(0, 16, 'LOC')
Knockadoagh	(0, 11, 'LOC')
Loughaumnacrossy	(0, 16, 'LOC')
Lough Bonramush	(0, 15, 'LOC')
Lough Crockaillenalee	(0, 21, 'LOC')
Lough Ugga More	(0, 15, 'LOC')
Lough Nambrackmore	(0, 18, 'LOC')
Lough Ergooa	(0, 12, 'LOC')
Lough Canagun	(0, 13, 'LOC')
Tullynasheoy	(0, 12, 'LOC')
Tullaghalaher Hill	(0, 18, 'LOC')
Loughaunbeg	(0, 11, 'LOC')
Tonaghmore	(0, 10, 'LOC')
Knocknalee	(0, 10, 'LOC')
Cantronlahan	(0, 12, 'LOC')
Ballinteemore	(0, 13, 'LOC')
Carnarona Point	(0, 15, 'LOC')
Ballinluggaun	(0, 13, 'LOC')
Tievegarriff	(0, 12, 'LOC')
Dooletter	(0, 9, 'LOC')
Crumlin River	(0, 13, 'LOC')
Lough Natawneighter	(0, 19, 'LOC')
Loughanillaunmore	(0, 17, 'LOC')
Lough Bealanambrack	(0, 19, 'LOC')
Loughaunayella	(0, 14, 'LOC')
Ardderroo Lough	(0, 15, 'LOC')
Lough Naweelan	(0, 14, 'LOC')
Lough Seccon	(0, 12, 'LOC')
Lough Uggool	(0, 12, 'LOC')
Lough Namoreleen	(0, 16, 'LOC')
Knockwaumnamoe	(0, 14, 'LOC')
Rusheeny	(0, 8, 'LOC')
Shannaghree Lough	(0, 17, 'LOC')
Buffy Lough	(0, 11, 'LOC')
Bunnagippaun	(0, 12, 'LOC')
Letter Lodge	(0, 12, 'LOC')
Cockernarusheeny	(0, 16, 'LOC')
Saliahoona Point	(0, 16, 'LOC')
Saliahoona	(0, 10, 'LOC')
Bohoona	(0, 7, 'LOC')
Shannagurraun	(0, 13, 'LOC')
Keeraunduff Hill	(0, 16, 'LOC')
Knockagurraun	(0, 13, 'LOC')
Gortgar	(0, 7, 'LOC')
Lettergunnet	(0, 12, 'LOC')
Poll	(0, 4, 'LOC')
Owenboliska	(0, 11, 'LOC')
Ballintleva	(0, 11, 'LOC')
Derryloughaun	(0, 13, 'LOC')
Derryoughter	(0, 12, 'LOC')
Allaphreaghaun	(0, 14, 'LOC')
Furbogh	(0, 7, 'LOC')
Slieveaneena Lough	(0, 18, 'LOC')
Finisklin	(0, 9, 'LOC')
Keaigh	(0, 6, 'LOC')
Tullaghnanoon	(0, 13, 'LOC')
Knockranny	(0, 10, 'LOC')
Lough Atavamore	(0, 15, 'LOC')
Tawnybeg	(0, 8, 'LOC')
Pollena	(0, 7, 'LOC')
Knockaunranny	(0, 13, 'LOC')
Shanballyoghery	(0, 15, 'LOC')
Newtown Hill	(0, 12, 'LOC')
Drimmavohaun	(0, 12, 'LOC')
Danesfield House	(0, 16, 'LOC')
Killaguile	(0, 10, 'LOC')
Drimneen River	(0, 14, 'LOC')
Killarone	(0, 9, 'LOC')
Porridgetown	(0, 12, 'LOC')
Laghtgannon	(0, 11, 'LOC')
Gortnagroagh	(0, 12, 'LOC')
Lough Naneerin	(0, 14, 'LOC')
Rossachill	(0, 10, 'LOC')
Gortnandarragh	(0, 14, 'LOC')
Garrynagry	(0, 10, 'LOC')
Corranellistrum	(0, 15, 'LOC')
Srue	(0, 4, 'LOC')
Kylemare	(0, 8, 'LOC')
Oghery Castle	(0, 13, 'LOC')
Deerfield House	(0, 15, 'LOC')
Killannin	(0, 9, 'LOC')
Drincong House	(0, 14, 'LOC')
Knock River	(0, 11, 'LOC')
Corranroo Bay	(0, 13, 'LOC')
Geehy	(0, 5, 'LOC')
Cloosh	(0, 6, 'LOC')
Knockakilleen	(0, 13, 'LOC')
Knockgarra	(0, 10, 'LOC')
Tawnagh	(0, 7, 'LOC')
Carrownamaddra	(0, 14, 'LOC')
Crossooha	(0, 9, 'LOC')
Deorus House	(0, 12, 'LOC')
Tarrea	(0, 6, 'LOC')
Mulroog	(0, 7, 'LOC')
Cartrongarv	(0, 11, 'LOC')
Gortaboy	(0, 8, 'LOC')
Owenbristy	(0, 10, 'LOC')
Killeenavarra	(0, 13, 'LOC')
Cloghballymore House	(0, 20, 'LOC')
Lough Fingall	(0, 13, 'LOC')
Tullaghnafrankagh Lough	(0, 23, 'LOC')
Caherpeak	(0, 9, 'LOC')
Eddy Point	(0, 10, 'LOC')
Mweenisharan	(0, 12, 'LOC')
Tyrone	(0, 6, 'LOC')
Druinacoo	(0, 9, 'LOC')
Corraduff	(0, 9, 'LOC')
Ballynamanagh	(0, 13, 'LOC')
Ballynacloghy	(0, 13, 'LOC')
Inishcorra	(0, 10, 'LOC')
Mweeloon Bay	(0, 12, 'LOC')
Saint Brendan’s Island	(0, 22, 'LOC')
Ardfry House	(0, 12, 'LOC')
Caranavoodaun	(0, 13, 'LOC')
Ballynabucky	(0, 12, 'LOC')
Larkvale House	(0, 14, 'LOC')
Killeelybeg	(0, 11, 'LOC')
Roevehagh	(0, 9, 'LOC')
Killeeneenmore	(0, 14, 'LOC')
Grannagh	(0, 8, 'LOC')
Moneen East	(0, 11, 'LOC')
Manninard	(0, 9, 'LOC')
Emlagh Cross Roads	(0, 18, 'LOC')
Aggard House	(0, 12, 'LOC')
Aggard Stream	(0, 13, 'LOC')
Shanelogh	(0, 9, 'LOC')
Ballymanagh House	(0, 17, 'LOC')
Ballylin	(0, 8, 'LOC')
Toberelatan	(0, 11, 'LOC')
The Fishpond Cross Roads	(0, 24, 'LOC')
Calluragh	(0, 9, 'LOC')
Three Kings Gap	(0, 15, 'LOC')
Kylegarriff	(0, 11, 'LOC')
Abbeyville House	(0, 16, 'LOC')
Knockauncoura	(0, 13, 'LOC')
Coorheen House	(0, 14, 'LOC')
Killeenadeema East	(0, 18, 'LOC')
Ardnadoman	(0, 10, 'LOC')
Newmannin	(0, 9, 'LOC')
Lynchfort House	(0, 15, 'LOC')
Killilan Bridge	(0, 15, 'LOC')
Riverview Castle	(0, 16, 'LOC')
Caherkinmonwee	(0, 14, 'LOC')
Ballywinna	(0, 10, 'LOC')
Hollypark House	(0, 15, 'LOC')
Kilconierin	(0, 11, 'LOC')
Knocknadaula	(0, 12, 'LOC')
Rathville	(0, 9, 'LOC')
Gortakecran	(0, 11, 'LOC')
Clogharevaun Bridge	(0, 19, 'LOC')
Knockatogher	(0, 12, 'LOC')
Taragh Castle	(0, 13, 'LOC')
Carnakelly	(0, 10, 'LOC')
Blean	(0, 5, 'LOC')
Caheroyan House	(0, 15, 'LOC')
River Village	(0, 13, 'LOC')
Cahefurvan	(0, 10, 'LOC')
Stoneleigh	(0, 10, 'LOC')
Cloondonoghoe	(0, 13, 'LOC')
Ballygarriff	(0, 12, 'LOC')
Caherbulligin	(0, 13, 'LOC')
Coldwood	(0, 8, 'LOC')
Ballinillann	(0, 12, 'LOC')
Caherfinesker	(0, 13, 'LOC')
Greethill	(0, 9, 'LOC')
Moyveela Lodge	(0, 14, 'LOC')
Derrydonnell Castle	(0, 19, 'LOC')
Rockmore	(0, 8, 'LOC')
Moneymore	(0, 9, 'LOC')
Cloghalarhard	(0, 13, 'LOC')
Caheradrine	(0, 11, 'LOC')
Tonroe	(0, 6, 'LOC')
Toberroe	(0, 8, 'LOC')
Rockhill House	(0, 14, 'LOC')
Parkroe	(0, 7, 'LOC')
Frenchtort House	(0, 16, 'LOC')
Roscam Point	(0, 12, 'LOC')
Thornpark	(0, 9, 'LOC')
Doughiska	(0, 9, 'LOC')
Glennascaul	(0, 11, 'LOC')
Rosshill House	(0, 14, 'LOC')
Rabbit Island	(0, 13, 'LOC')
Carnmore Cross Roads	(0, 20, 'LOC')
Breanloughaun	(0, 13, 'LOC')
Ballybrit	(0, 9, 'LOC')
Ballybaan	(0, 9, 'LOC')
Cloonadauneen	(0, 13, 'LOC')
Lough Atalia	(0, 12, 'LOC')
