street_name	loc_col
TEMPLE VIEW CRESCENT	(0, 20, 'LOC')
TEMPLE VIEW DOWNS	(0, 17, 'LOC')
TEMPLE VIEW DRIVE	(0, 17, 'LOC')
TEMPLE VIEW GREEN	(0, 17, 'LOC')
TEMPLE VIEW GROVE	(0, 17, 'LOC')
TEMPLE VIEW LAWN	(0, 16, 'LOC')
TEMPLE VIEW PARK	(0, 16, 'LOC')
TEMPLE VIEW PLACE	(0, 17, 'LOC')
TEMPLE VIEW RISE	(0, 16, 'LOC')
TEMPLE VIEW ROW	(0, 15, 'LOC')
TEMPLE VIEW SQUARE	(0, 18, 'LOC')
TEMPLE VIEW VALE	(0, 16, 'LOC')
TEMPLE VIEW WALK	(0, 16, 'LOC')
TEMPLE VIEW WAY	(0, 15, 'LOC')
TEMPLEMORE AVENUE	(0, 17, 'LOC')
TEMPLEOGUE ROAD	(0, 15, 'LOC')
TERENURE PARK	(0, 13, 'LOC')
TERENURE PLACE	(0, 14, 'LOC')
TERENURE ROAD EAST	(0, 18, 'LOC')
TERENURE ROAD NORTH	(0, 19, 'LOC')
TERENURE ROAD WEST	(0, 18, 'LOC')
THE BELFRY	(0, 10, 'LOC')
THE CLOISTERS	(0, 13, 'LOC')
THE COOMBE	(0, 10, 'LOC')
THE COURT	(0, 9, 'LOC')
THE COURT	(0, 9, 'LOC')
THE CRESCENT	(0, 12, 'LOC')
THE GLEN	(0, 8, 'LOC')
THE GROVE	(0, 9, 'LOC')
THE GROVE	(0, 9, 'LOC')
THE GROVE	(0, 9, 'LOC')
THE HAVEN	(0, 9, 'LOC')
THE HOLE IN THE WALL ROAD	(0, 25, 'LOC')
THE HOLE IN THE WALL ROAD	(0, 25, 'LOC')
THE LAURELS	(0, 11, 'LOC')
THE LAWN	(0, 8, 'LOC')
THE LAWN	(0, 8, 'LOC')
THE LAWNS	(0, 9, 'LOC')
THE MEADOWS	(0, 11, 'LOC')
THE MEWS	(0, 8, 'LOC')
THE OAKS	(0, 8, 'LOC')
THE ORCHARD	(0, 11, 'LOC')
THE PADDOCK	(0, 11, 'LOC')
THE PINES	(0, 9, 'LOC')
THE RISE	(0, 8, 'LOC')
THE RISE	(0, 8, 'LOC')
THE SQUARE	(0, 10, 'LOC')
STILES COURT	(0, 12, 'LOC')
THE SWEEPSTAKES	(0, 15, 'LOC')
THE THATCH ROAD	(0, 15, 'LOC')
THE VILLAGE	(0, 11, 'LOC')
THE WILLOWS	(0, 11, 'LOC')
THIRD AVENUE	(0, 12, 'LOC')
RIALTO COTTAGES-THIRD AVENUE	(0, 28, 'LOC')
THOMAS CLARKE HOUSE	(0, 19, 'LOC')
THOMAS COURT	(0, 12, 'LOC')
THOMAS DAVIS STREET WEST	(0, 24, 'LOC')
THOMAS DAVIS STREET SOUTH	(0, 25, 'LOC')
THOMAS MOORE ROAD	(0, 17, 'LOC')
THOMAS STREET	(0, 13, 'LOC')
THOMAS STREET	(0, 13, 'LOC')
THOMAS STREET	(0, 13, 'LOC')
THOMOND ROAD	(0, 12, 'LOC')
THOMOND ROAD	(0, 12, 'LOC')
THOMPSON COTTAGES	(0, 17, 'LOC')
THOR PLACE	(0, 10, 'LOC')
THORNCASTLE STREET	(0, 18, 'LOC')
THORNCASTLE STREET	(0, 18, 'LOC')
THORNDALE AVENUE	(0, 16, 'LOC')
THORNDALE CRESCENT	(0, 18, 'LOC')
THORNDALE DRIVE	(0, 15, 'LOC')
THORNDALE GROVE	(0, 15, 'LOC')
THORNDALE LAWN	(0, 14, 'LOC')
THORNDALE PARK	(0, 14, 'LOC')
THORNVILLE AVENUE	(0, 17, 'LOC')
THORNVILLE DRIVE	(0, 16, 'LOC')
THORNVILLE PARK	(0, 15, 'LOC')
THORNVILLE ROAD	(0, 15, 'LOC')
TINKERS COURT	(0, 13, 'LOC')
TINKERS COURT	(0, 13, 'LOC')
TIVOLI AVENUE	(0, 13, 'LOC')
TOLKA COTTAGES	(0, 14, 'LOC')
TOLKA ESTATE ROAD	(0, 17, 'LOC')
TOLKA ESTATE ROAD	(0, 17, 'LOC')
TOLKA ESTATE ROAD	(0, 17, 'LOC')
TOLKA ROAD	(0, 10, 'LOC')
TOLKA VALLEY ROAD	(0, 17, 'LOC')
EAST LINK BRIDGE	(0, 16, 'LOC')
TOLL BRIDGE ROAD	(0, 16, 'LOC')
TONGUEFIELD ROAD	(0, 16, 'LOC')
TONLEGEE AVENUE	(0, 15, 'LOC')
TONLEGEE DRIVE	(0, 14, 'LOC')
TONLEGEE ROAD	(0, 13, 'LOC')
TONLEGEE ROAD	(0, 13, 'LOC')
TONLEGEE ROAD	(0, 13, 'LOC')
TONLEGEE ROAD	(0, 13, 'LOC')
TORLOGH GARDENS	(0, 15, 'LOC')
TORLOGH PARADE	(0, 14, 'LOC')
TOURMAKEADY ROAD	(0, 16, 'LOC')
TOWER AVENUE	(0, 12, 'LOC')
TOWER VIEW COTTAGES	(0, 19, 'LOC')
TOWNSEND STREET	(0, 15, 'LOC')
TOWNSEND STREET	(0, 15, 'LOC')
TRAMWAY COTTAGES	(0, 16, 'LOC')
TRANQUILITY GROVE	(0, 17, 'LOC')
TRAYNOR PLACE	(0, 13, 'LOC')
TRIM ROAD	(0, 9, 'LOC')
TRINITY STREET	(0, 14, 'LOC')
TRINITY TERRACE	(0, 15, 'LOC')
TRITONVILLE AVENUE	(0, 18, 'LOC')
TRITONVILLE COURT	(0, 17, 'LOC')
TRITONVILLE CRESCENT	(0, 20, 'LOC')
TRITONVILLE ROAD	(0, 16, 'LOC')
TRITONVILLE ROAD	(0, 16, 'LOC')
TRITONVILLE ROAD	(0, 16, 'LOC')
TUDOR ROAD	(0, 10, 'LOC')
TURVEY AVENUE	(0, 13, 'LOC')
TUSCANY DOWNS	(0, 13, 'LOC')
TYRCONNELL PARK	(0, 15, 'LOC')
TYRCONNELL ROAD	(0, 15, 'LOC')
TYRCONNELL STREET	(0, 17, 'LOC')
TYRRELL PLACE	(0, 13, 'LOC')
ULSTER STREET	(0, 13, 'LOC')
UPPER CROSS ROAD	(0, 16, 'LOC')
USHER STREET	(0, 12, 'LOC')
USHER'S ISLAND	(0, 14, 'LOC')
USHERS LANE	(0, 11, 'LOC')
USHER'S QUAY	(0, 12, 'LOC')
VALENTIA PARADE	(0, 15, 'LOC')
VALENTIA ROAD	(0, 13, 'LOC')
VALEVIEW CRESCENT	(0, 17, 'LOC')
VALEVIEW DRIVE	(0, 14, 'LOC')
VALEVIEW GARDENS	(0, 16, 'LOC')
VALLEY PARK AVENUE	(0, 18, 'LOC')
VALLEY PARK DRIVE	(0, 17, 'LOC')
VALLEY PARK ROAD	(0, 16, 'LOC')
VAUXHALL AVENUE	(0, 15, 'LOC')
VAVASOUR SQUARE	(0, 15, 'LOC')
VENTRY DRIVE	(0, 12, 'LOC')
VENTRY PARK	(0, 11, 'LOC')
VENTRY ROAD	(0, 11, 'LOC')
VERGEMOUNT HALL	(0, 15, 'LOC')
VERGEMOUNT PARK	(0, 15, 'LOC')
VERNON AVENUE	(0, 13, 'LOC')
VERNON AVENUE	(0, 13, 'LOC')
VERNON DRIVE	(0, 12, 'LOC')
VERNON GARDENS	(0, 14, 'LOC')
VERNON GROVE	(0, 12, 'LOC')
VERNON GROVE	(0, 12, 'LOC')
VERNON GROVE	(0, 12, 'LOC')
VERNON GROVE	(0, 12, 'LOC')
VERNON PARK	(0, 11, 'LOC')
VERNON RISE	(0, 11, 'LOC')
VERNON STREET	(0, 13, 'LOC')
VERONICA TERRACE	(0, 16, 'LOC')
VERSCHOYLE COURT	(0, 16, 'LOC')
VERSCHOYLE COURT	(0, 16, 'LOC')
VERSCHOYLE PLACE	(0, 16, 'LOC')
VICAR STREET	(0, 12, 'LOC')
VICTORIA AVENUE	(0, 15, 'LOC')
VICTORIA LANE	(0, 13, 'LOC')
VICTORIA LANE	(0, 13, 'LOC')
VICTORIA QUAY	(0, 13, 'LOC')
VICTORIA ROAD	(0, 13, 'LOC')
VICTORIA ROAD	(0, 13, 'LOC')
VICTORIA ROAD	(0, 13, 'LOC')
VICTORIA STREET	(0, 15, 'LOC')
VICTORIA VILLAGE	(0, 16, 'LOC')
VICTORIA VILLAS	(0, 15, 'LOC')
VICTORIA VILLAS	(0, 15, 'LOC')
VIKING PLACE	(0, 12, 'LOC')
VIKING ROAD	(0, 11, 'LOC')
VILLA PARK AVENUE	(0, 17, 'LOC')
VILLA PARK DRIVE	(0, 16, 'LOC')
VILLA PARK GARDENS	(0, 18, 'LOC')
VILLA PARK ROAD	(0, 15, 'LOC')
VILLIERS ROAD	(0, 13, 'LOC')
SAINT VINCENT STREET SOUTH	(0, 26, 'LOC')
VIOLET HILL DRIVE	(0, 17, 'LOC')
VIOLET HILL PARK	(0, 16, 'LOC')
VIOLET HILL ROAD	(0, 16, 'LOC')
VIRGINIA DRIVE	(0, 14, 'LOC')
VIRGINIA PARK	(0, 13, 'LOC')
VIRGINIA PARK	(0, 13, 'LOC')
WADELAI GREEN	(0, 13, 'LOC')
WADELAI ROAD	(0, 12, 'LOC')
WADE'S AVENUE	(0, 13, 'LOC')
WALKERS COTTAGES	(0, 16, 'LOC')
WALKINSTOWN AVENUE	(0, 18, 'LOC')
WALKINSTOWN CRESCENT	(0, 20, 'LOC')
WALKINSTOWN DRIVE	(0, 17, 'LOC')
WALKINSTOWN GREEN	(0, 17, 'LOC')
WALKINSTOWN PARADE	(0, 18, 'LOC')
WALKINSTOWN PARK	(0, 16, 'LOC')
WALKINSTOWN ROAD	(0, 16, 'LOC')
WALLACE ROAD	(0, 12, 'LOC')
WALNUT AVENUE	(0, 13, 'LOC')
WALNUT COURT	(0, 12, 'LOC')
WALNUT LAWN	(0, 11, 'LOC')
WALNUT PARK	(0, 11, 'LOC')
WALNUT RISE	(0, 11, 'LOC')
WALSH ROAD	(0, 10, 'LOC')
WALWORTH ROAD	(0, 13, 'LOC')
NEW WAPPING STREET	(0, 18, 'LOC')
WARD'S HILL	(0, 11, 'LOC')
WARNER'S LANE	(0, 13, 'LOC')
WARREN STREET	(0, 13, 'LOC')
WARRENMOUNT	(0, 11, 'LOC')
WARRENMOUNT PLACE	(0, 17, 'LOC')
CLONTARF ROAD	(0, 13, 'LOC')
WARRINGTON LANE	(0, 15, 'LOC')
WARRINGTON PLACE	(0, 16, 'LOC')
WASDALE GROVE	(0, 13, 'LOC')
WASDALE PARK	(0, 12, 'LOC')
WASHINGTON STREET	(0, 17, 'LOC')
WATERFALL AVENUE	(0, 16, 'LOC')
WATERFALL ROAD	(0, 14, 'LOC')
WATERLOO AVENUE	(0, 15, 'LOC')
WATERLOO LANE	(0, 13, 'LOC')
WATERLOO ROAD	(0, 13, 'LOC')
WATERMILL AVENUE	(0, 16, 'LOC')
WATERMILL DRIVE	(0, 15, 'LOC')
WATERMILL DRIVE	(0, 15, 'LOC')
WATERMILL DRIVE	(0, 15, 'LOC')
WATERMILL LAWN	(0, 14, 'LOC')
WATERMILL PARK	(0, 14, 'LOC')
WATERMILL ROAD	(0, 14, 'LOC')
WATERMILL ROAD	(0, 14, 'LOC')
WATKIN'S SQUARE	(0, 15, 'LOC')
WATLING STREET	(0, 14, 'LOC')
WAVERLEY AVENUE	(0, 15, 'LOC')
WEAVER LANE	(0, 11, 'LOC')
WEAVERS CLOSE	(0, 13, 'LOC')
WEAVERS SQUARE	(0, 14, 'LOC')
WEAVERS STREET	(0, 14, 'LOC')
WELLESLEY PLACE	(0, 15, 'LOC')
WELLINGTON LANE	(0, 15, 'LOC')
WELLINGTON PLACE	(0, 16, 'LOC')
WELLINGTON PLACE NORTH	(0, 22, 'LOC')
WELLINGTON QUAY	(0, 15, 'LOC')
WELLINGTON ROAD	(0, 15, 'LOC')
WELLINGTON STREET LOWER	(0, 23, 'LOC')
WELLINGTON STREET UPPER	(0, 23, 'LOC')
WELLMOUNT AVENUE	(0, 16, 'LOC')
WELLMOUNT COURT	(0, 15, 'LOC')
WELLMOUNT CRESCENT	(0, 18, 'LOC')
WELLMOUNT DRIVE	(0, 15, 'LOC')
WELLMOUNT GREEN	(0, 15, 'LOC')
WELLMOUNT PARK	(0, 14, 'LOC')
WELLMOUNT ROAD	(0, 14, 'LOC')
WELLMOUNT ROAD	(0, 14, 'LOC')
WELLMOUNT ROAD	(0, 14, 'LOC')
WELLMOUNT ROAD	(0, 14, 'LOC')
WELLPARK AVENUE	(0, 15, 'LOC')
WERBURGH STREET	(0, 15, 'LOC')
WESLEY PLACE	(0, 12, 'LOC')
WESLEY ROAD	(0, 11, 'LOC')
WEST PARK DRIVE	(0, 15, 'LOC')
WEST ROAD	(0, 9, 'LOC')
WEST TERRACE	(0, 12, 'LOC')
WESTBOURNE ROAD	(0, 15, 'LOC')
WESTERN WAY	(0, 11, 'LOC')
WESTFIELD ROAD	(0, 14, 'LOC')
WESTHAMPTON PLACE	(0, 17, 'LOC')
WESTLAND COURT	(0, 14, 'LOC')
WESTLAND ROW	(0, 12, 'LOC')
WESTMORELAND PARK	(0, 17, 'LOC')
WESTMORELAND STREET	(0, 19, 'LOC')
WESTPARK	(0, 8, 'LOC')
WESTWOOD AVENUE	(0, 15, 'LOC')
WESTWOOD ROAD	(0, 13, 'LOC')
WEXFORD STREET	(0, 14, 'LOC')
WHITEFRIAR PLACE	(0, 16, 'LOC')
WHITEFRIAR STREET	(0, 17, 'LOC')
WHITEFRIAR STREET	(0, 17, 'LOC')
WHITE'S LANE	(0, 12, 'LOC')
WHITETHORN AVENUE	(0, 17, 'LOC')
WHITETHORN CLOSE	(0, 16, 'LOC')
WHITETHORN CRESCENT	(0, 19, 'LOC')
WHITETHORN GROVE	(0, 16, 'LOC')
WHITETHORN PARK	(0, 15, 'LOC')
WHITETHORN RISE	(0, 15, 'LOC')
WHITETHORN ROAD	(0, 15, 'LOC')
WHITTON ROAD	(0, 12, 'LOC')
WHITWORTH AVENUE	(0, 16, 'LOC')
WHITWORTH PARADE	(0, 16, 'LOC')
WHITWORTH PLACE	(0, 15, 'LOC')
WHITWORTH ROAD	(0, 14, 'LOC')
WHITWORTH ROAD	(0, 14, 'LOC')
WHITWORTH TERRACE	(0, 17, 'LOC')
WICKLOW LANE	(0, 12, 'LOC')
WICKLOW STREET	(0, 14, 'LOC')
WIGAN ROAD	(0, 10, 'LOC')
WILFIELD	(0, 8, 'LOC')
WILFIELD PARK	(0, 13, 'LOC')
WILFIELD PARK	(0, 13, 'LOC')
WILFIELD ROAD	(0, 13, 'LOC')
WILFIELD ROAD	(0, 13, 'LOC')
WILFRID ROAD	(0, 12, 'LOC')
WILFRID TERRACE	(0, 15, 'LOC')
WILLIAMS LANE	(0, 13, 'LOC')
WILLIAMS PARK	(0, 13, 'LOC')
WILLIAMS PLACE LOWER	(0, 20, 'LOC')
WILLIAMS PLACE SOUTH	(0, 20, 'LOC')
WILLIAMS PLACE SOUTH	(0, 20, 'LOC')
WILLIAMS PLACE UPPER	(0, 20, 'LOC')
WILLIAMS PLACE UPPER	(0, 20, 'LOC')
WILLIAM STREET NORTH	(0, 20, 'LOC')
SOUTH WILLIAM STREET	(0, 20, 'LOC')
WILLOW MEWS	(0, 11, 'LOC')
WILLOW PARK AVENUE	(0, 18, 'LOC')
WILLOW PARK CLOSE	(0, 17, 'LOC')
WILLOW PARK CRESCENT	(0, 20, 'LOC')
WILLOW PARK DRIVE	(0, 17, 'LOC')
WILLOW PARK GROVE	(0, 17, 'LOC')
WILLOW PARK LAWN	(0, 16, 'LOC')
WILLOW PARK ROAD	(0, 16, 'LOC')
WILLOW PARK ROAD	(0, 16, 'LOC')
WILLOW FIELD	(0, 12, 'LOC')
WILSON'S PLACE	(0, 14, 'LOC')
WILSON TERRACE	(0, 14, 'LOC')
WILTON PLACE	(0, 12, 'LOC')
WILTON TERRACE	(0, 14, 'LOC')
WINDELE ROAD	(0, 12, 'LOC')
WINDMILL AVENUE	(0, 15, 'LOC')
WINDMILL LANE	(0, 13, 'LOC')
WINDMILL PARK	(0, 13, 'LOC')
WINDMILL ROAD	(0, 13, 'LOC')
WINDMILL ROAD	(0, 13, 'LOC')
WINDSOR AVENUE	(0, 14, 'LOC')
WINDSOR PLACE	(0, 13, 'LOC')
WINDSOR PLACE	(0, 13, 'LOC')
WINDSOR ROAD	(0, 12, 'LOC')
WINDSOR TERRACE	(0, 15, 'LOC')
WINDSOR VILLAS	(0, 14, 'LOC')
WINETAVERN STREET	(0, 17, 'LOC')
WINTON AVENUE	(0, 13, 'LOC')
WINTON MEWS	(0, 11, 'LOC')
WINTON ROAD	(0, 11, 'LOC')
WOLFE TONE QUAY	(0, 15, 'LOC')
WOLFE TONE QUAY	(0, 15, 'LOC')
WOLFE TONE STREET	(0, 17, 'LOC')
WOLSELEY STREET	(0, 15, 'LOC')
WOOD LANE	(0, 9, 'LOC')
WOOD QUAY	(0, 9, 'LOC')
WOOD STREET	(0, 11, 'LOC')
WOODBANK AVENUE	(0, 15, 'LOC')
WOODBANK DRIVE	(0, 14, 'LOC')
WOODBINE CLOSE	(0, 14, 'LOC')
WOODBINE DRIVE	(0, 14, 'LOC')
WOODBINE PARK	(0, 13, 'LOC')
WOODBINE ROAD	(0, 13, 'LOC')
WOODFIELD AVENUE	(0, 16, 'LOC')
WOODFIELD PLACE	(0, 15, 'LOC')
WOODLAWN AVENUE	(0, 15, 'LOC')
WOODLAWN CLOSE	(0, 14, 'LOC')
WOODLAWN COURT	(0, 14, 'LOC')
WOODLAWN CRESCENT	(0, 17, 'LOC')
WOODLAWN DRIVE	(0, 14, 'LOC')
WOODLAWN GREEN	(0, 14, 'LOC')
WOODLAWN GROVE	(0, 14, 'LOC')
WOODLAWN PARK	(0, 13, 'LOC')
WOODLAWN RISE	(0, 13, 'LOC')
WOODLAWN VIEW	(0, 13, 'LOC')
WOODLAWN WALK	(0, 13, 'LOC')
WOODLAWN WAY	(0, 12, 'LOC')
WOODSIDE	(0, 8, 'LOC')
WOODSTOCK COURT	(0, 15, 'LOC')
WOODSTOCK GARDENS	(0, 17, 'LOC')
WOODVIEW CLOSE	(0, 14, 'LOC')
WOODVIEW PARK	(0, 13, 'LOC')
WOODVILLE COURT	(0, 15, 'LOC')
WOODVILLE ROAD	(0, 14, 'LOC')
WORMWOOD GATE	(0, 13, 'LOC')
WYNNEFIELD ROAD	(0, 15, 'LOC')
WYTELEAF GROVE	(0, 14, 'LOC')
WYTELEAF GROVE	(0, 14, 'LOC')
XAVIER AVENUE	(0, 13, 'LOC')
YARNHALL STREET	(0, 15, 'LOC')
YELLOW ROAD	(0, 11, 'LOC')
YORK AVENUE	(0, 11, 'LOC')
YORK ROAD	(0, 9, 'LOC')
YORK ROAD	(0, 9, 'LOC')
YORK STREET	(0, 11, 'LOC')
YORK STREET	(0, 11, 'LOC')
ZION ROAD	(0, 9, 'LOC')
ZION ROAD	(0, 9, 'LOC')
FINGLAS ROAD	(0, 12, 'LOC')
BALLYMUN ROAD	(0, 13, 'LOC')
GRIFFITH AVENUE	(0, 15, 'LOC')
SAINT MOBHI ROAD	(0, 16, 'LOC')
RATOATH ROAD	(0, 12, 'LOC')
BEECHLAWN WAY	(0, 13, 'LOC')
FAIRWAYS AVENUE	(0, 15, 'LOC')
FAIRWAYS GREEN	(0, 14, 'LOC')
FAIRWAYS GROVE	(0, 14, 'LOC')
FAIRWAYS PARK	(0, 13, 'LOC')
HARCOURT LODGE	(0, 14, 'LOC')
RAVENS COURT	(0, 12, 'LOC')
RANELAGH MEWS	(0, 13, 'LOC')
HADDINGTON LANE	(0, 15, 'LOC')
DOYLES LANE	(0, 11, 'LOC')
VERNON HEATH	(0, 12, 'LOC')
CHAPEL CRESCENT	(0, 15, 'LOC')
CHANCEL MEWS	(0, 12, 'LOC')
ABBEY DRIVE	(0, 11, 'LOC')
CHURCH WALK	(0, 11, 'LOC')
SPIRE VIEW	(0, 10, 'LOC')
RECTORY GREEN	(0, 13, 'LOC')
CLOISTER COURT	(0, 14, 'LOC')
CONVENT WAY	(0, 11, 'LOC')
OLD KILMAINHAM VILLAGE	(0, 22, 'LOC')
BROOKFIELD GREEN	(0, 16, 'LOC')
ROYSTON COURT	(0, 13, 'LOC')
MERCHANT SQUARE	(0, 15, 'LOC')
KENILWORTH MANOR	(0, 16, 'LOC')
REDMOND'S COURT	(0, 15, 'LOC')
BRIARFIELD WALK	(0, 15, 'LOC')
PODDLE GREEN	(0, 12, 'LOC')
SHANDON GREEN	(0, 13, 'LOC')
SHANDON MILL	(0, 12, 'LOC')
THE CRESCENT	(0, 12, 'LOC')
CHESTNUT COURT	(0, 14, 'LOC')
NEWTOWN AVENUE	(0, 14, 'LOC')
NEWTOWN PARK	(0, 12, 'LOC')
NEWTOWN WAY	(0, 11, 'LOC')
NEWTOWN CLOSE	(0, 13, 'LOC')
NEWTOWN ROAD	(0, 12, 'LOC')
KIMMAGE COURT	(0, 13, 'LOC')
BOTANIC VILLAS	(0, 14, 'LOC')
CHURCH VIEW	(0, 11, 'LOC')
CLONSHAUGH COURT	(0, 16, 'LOC')
ELMDALE CLOSE	(0, 13, 'LOC')
INNISMORE	(0, 9, 'LOC')
LEINSTER PARK	(0, 13, 'LOC')
PARK WEST AVENUE	(0, 16, 'LOC')
PODDLE CLOSE	(0, 12, 'LOC')
THE MILLS	(0, 9, 'LOC')
BELLEVILLE	(0, 10, 'LOC')
RIVERVIEW COURT	(0, 15, 'LOC')
LAURENCE BROOK	(0, 14, 'LOC')
THE STEEPLES	(0, 12, 'LOC')
ASHTOWN LODGE	(0, 13, 'LOC')
COOLOCK VILLAGE CLOSE	(0, 21, 'LOC')
SUNBURY PARK	(0, 12, 'LOC')
CONVENT LAWNS	(0, 13, 'LOC')
WALNUT WALK	(0, 11, 'LOC')
CLARE HALL AVENUE	(0, 17, 'LOC')
BOTANIC MEWS	(0, 12, 'LOC')
WINDMILL CRESCENT	(0, 17, 'LOC')
WELLMOUNT PARADE	(0, 16, 'LOC')
VINTAGE COURT	(0, 13, 'LOC')
EASTWOOD	(0, 8, 'LOC')
VERNON WOOD	(0, 11, 'LOC')
SAINT JOHNS COURT	(0, 17, 'LOC')
RAFTER'S AVENUE	(0, 15, 'LOC')
CRUMLIN PARK	(0, 12, 'LOC')
BIGGER LANE	(0, 11, 'LOC')
PODDLE CLOSE	(0, 12, 'LOC')
ABBEY COTTAGES	(0, 14, 'LOC')
CHANEL COURT	(0, 12, 'LOC')
FATHER BIDONE COURT	(0, 19, 'LOC')
ORIEL HALL	(0, 10, 'LOC')
PARK SPRINGS	(0, 12, 'LOC')
NORTHBROOK WALK	(0, 15, 'LOC')
RIVER WALK	(0, 10, 'LOC')
STONE MEWS	(0, 10, 'LOC')
CROMCASTLE CLOSE	(0, 16, 'LOC')
OUR LADY'S CLOSE	(0, 16, 'LOC')
BELVEDERE SQUARE	(0, 16, 'LOC')
ROBINSON'S COURT	(0, 16, 'LOC')
RATHMINES AVENUE COURT	(0, 22, 'LOC')
TENTERFIELDS	(0, 12, 'LOC')
LEICESTER COURT	(0, 15, 'LOC')
CRAMPTON AVENUE	(0, 15, 'LOC')
DALYMOUNT PARK LANE	(0, 19, 'LOC')
CAPPAGH GREEN	(0, 13, 'LOC')
ROSSAVEAL COURT	(0, 15, 'LOC')
ROSSAVEAL COURT	(0, 15, 'LOC')
LORCAN O'TOOLE COURT	(0, 20, 'LOC')
SAINT VINCENTS COURT	(0, 20, 'LOC')
SAINT JOHN'S COURT	(0, 18, 'LOC')
CHARLEMONT LANE	(0, 15, 'LOC')
TOLKA VALE	(0, 10, 'LOC')
SAINT LAURENCE GLEN	(0, 19, 'LOC')
SHEA'S LANE	(0, 11, 'LOC')
MOATVIEW CLOSE	(0, 14, 'LOC')
MOATVIEW TERRACE	(0, 16, 'LOC')
THE PARK	(0, 8, 'LOC')
THE GREEN	(0, 9, 'LOC')
THE CLOSE	(0, 9, 'LOC')
BEAUMONT COURT	(0, 14, 'LOC')
SAINT BRIGID'S CLOSE	(0, 20, 'LOC')
SAINT BRIGID'S GROVE	(0, 20, 'LOC')
SAINT BRIGID'S GREEN	(0, 20, 'LOC')
SAINT BRIGID'S LAWN	(0, 19, 'LOC')
ACCOMMODATION WALK	(0, 18, 'LOC')
ACCOMMODATION WALK	(0, 18, 'LOC')
ACCOMMODATION WALK	(0, 18, 'LOC')
ACCOMMODATION WALK	(0, 18, 'LOC')
ACCOMMODATION WALK	(0, 18, 'LOC')
ACCOMMODATION WALK	(0, 18, 'LOC')
PIGEON HOUSE ROAD	(0, 17, 'LOC')
OAKLEY PARK	(0, 11, 'LOC')
THE BELFRY	(0, 10, 'LOC')
MAYFIELD	(0, 8, 'LOC')
ABBEY COURT	(0, 11, 'LOC')
RICHMOND LODGE	(0, 14, 'LOC')
WALKINSTOWN CLOSE	(0, 17, 'LOC')
ABERCORN SQUARE	(0, 15, 'LOC')
ADELAIDE	(0, 8, 'LOC')
ARRAN QUAY TERRACE	(0, 18, 'LOC')
BALLSBRIDGE WOOD	(0, 16, 'LOC')
BALLYBOGGAN INDUSTRIAL ESTATE	(0, 29, 'LOC')
BAROMA	(0, 6, 'LOC')
BEATTY'S AVENUE	(0, 15, 'LOC')
BEECH HILL COURT	(0, 16, 'LOC')
BEECH HILL CRESCENT	(0, 19, 'LOC')
BEECH HILL TERRACE	(0, 18, 'LOC')
BELCAMP CRESCENT	(0, 16, 'LOC')
BELFIELD COURT	(0, 14, 'LOC')
BOYNE COURT	(0, 11, 'LOC')
BRABAZON ROW	(0, 12, 'LOC')
BROOKLAWN	(0, 9, 'LOC')
CHATHAM LANE	(0, 12, 'LOC')
CHERRY COURT	(0, 12, 'LOC')
CLONSHAUGH INDUSTRIAL ESTATE	(0, 28, 'LOC')
COGGLE'S COURT	(0, 14, 'LOC')
COLLINSWOOD	(0, 11, 'LOC')
CONVENT VIEW COTTAGES	(0, 21, 'LOC')
COW PARLOUR	(0, 11, 'LOC')
CROYDON TERRACE	(0, 15, 'LOC')
EGLINTON COURT	(0, 14, 'LOC')
EGLINTON WOOD	(0, 13, 'LOC')
FAIRFIELD COURT	(0, 15, 'LOC')
FATHER MATHEW BRIDGE	(0, 20, 'LOC')
GRATTAN BRIDGE	(0, 14, 'LOC')
GREENLEA PLACE	(0, 14, 'LOC')
GLENAULIN	(0, 9, 'LOC')
SAINT KEVIN'S COURT	(0, 19, 'LOC')
JERVIS LANE UPPER	(0, 17, 'LOC')
JOSHUA LANE	(0, 11, 'LOC')
KINGSLAND PARK AVENUE	(0, 21, 'LOC')
KIRKWOOD	(0, 8, 'LOC')
KYLE CLARE ROAD	(0, 15, 'LOC')
LAMBOURNE VILLAGE	(0, 17, 'LOC')
KNIGHTS BRIDGE	(0, 14, 'LOC')
LIFFEY STREET UPPER	(0, 19, 'LOC')
MACARTNEY BRIDGE	(0, 16, 'LOC')
MADDEN ROAD	(0, 11, 'LOC')
MADDENS COURT	(0, 13, 'LOC')
MANOR VILLAS	(0, 12, 'LOC')
MARTELLO MEWS	(0, 13, 'LOC')
MARTELLO VIEW	(0, 13, 'LOC')
MELLOWES ROAD	(0, 13, 'LOC')
MILLBROOK VILLAGE	(0, 17, 'LOC')
MUIRFIELD DRIVE	(0, 15, 'LOC')
PRIORY NORTH	(0, 12, 'LOC')
O'DONOVAN ROSSA BRIDGE	(0, 22, 'LOC')
PARK COURT	(0, 10, 'LOC')
PARK VIEW	(0, 9, 'LOC')
PARK VIEW	(0, 9, 'LOC')
PARK VIEW	(0, 9, 'LOC')
PARK WEST ROAD	(0, 14, 'LOC')
PORTOBELLO	(0, 10, 'LOC')
PORTOBELLO SQUARE	(0, 17, 'LOC')
ROYAL CANAL COURT	(0, 17, 'LOC')
SAINT GABRIELS COURT	(0, 20, 'LOC')
SAINT JOHN'S TERRACE	(0, 20, 'LOC')
